entry_time,exit_time,direction,probability,pnl_pips,outcome,holding_bars
2025-11-11 07:00:00,2025-11-11 07:18:00,long,0.6571051458976274,9.242857142858439,TP_HIT,18
2025-11-14 08:42:00,2025-11-14 08:44:00,long,0.5870067885074698,14.678571428572173,TP_HIT,2
2025-11-20 13:30:00,2025-11-20 13:33:00,long,0.5990332208671315,-6.857142857143705,SL_HIT,3
2025-11-20 13:36:00,2025-11-20 13:47:00,long,0.5843857314602463,-10.082142857142946,SL_HIT,11
2025-11-20 15:48:00,2025-11-20 15:57:00,long,0.6002890100169056,6.057142857142632,TP_HIT,9
2025-11-21 12:30:00,2025-11-21 12:32:00,long,0.607919103664814,6.842857142857308,TP_HIT,2
2025-11-26 11:42:00,2025-11-26 11:43:00,long,0.5815532549580228,-8.571428571428992,SL_HIT,1
2025-11-26 11:46:00,2025-11-26 11:47:00,long,0.5807487456315981,-12.476785714286265,SL_HIT,1
2025-11-26 11:58:00,2025-11-26 12:00:00,long,0.5897810036035472,-14.019642857142571,SL_HIT,2
2025-11-26 12:04:00,2025-11-26 12:08:00,long,0.5836609147222807,-14.598214285714699,SL_HIT,4
2025-11-26 12:18:00,2025-11-26 12:44:00,long,0.6053313648669453,18.992857142857602,TP_HIT,26
2025-12-10 19:38:00,2025-12-10 19:40:00,long,0.5837098031362193,-13.012500000000017,SL_HIT,2
2025-12-10 19:49:00,2025-12-10 19:53:00,long,0.6199272408537843,18.657142857142702,TP_HIT,4
2025-12-16 13:34:00,2025-12-16 13:38:00,long,0.5811952255410345,-8.185714285714322,SL_HIT,4
2025-12-16 13:41:00,2025-12-16 14:21:00,long,0.5991915510116401,2.8500000000006525,TIME_EXIT,40
2025-12-17 07:00:00,2025-12-17 07:02:00,long,0.6703611151550272,-7.125000000000462,SL_HIT,2
2025-12-17 07:07:00,2025-12-17 07:19:00,long,0.593551485475253,-10.639285714286599,SL_HIT,12
2025-12-17 07:22:00,2025-12-17 07:32:00,long,0.5817761188998053,-6.2035714285722765,SL_HIT,10
2025-12-17 07:39:00,2025-12-17 07:41:00,long,0.5840602976628458,-5.469642857144131,SL_HIT,2
2025-12-17 07:50:00,2025-12-17 08:04:00,long,0.5835020351042617,-5.823214285714545,SL_HIT,14
2025-12-18 12:00:00,2025-12-18 12:01:00,short,0.3770185070083583,-6.932142857143007,SL_HIT,1
2025-12-18 12:04:00,2025-12-18 12:44:00,long,0.5889469176982672,4.949999999998867,TIME_EXIT,40
2025-12-18 13:34:00,2025-12-18 13:45:00,long,0.5874173114131668,12.471428571427545,TP_HIT,11
2025-12-24 23:07:00,2025-12-24 23:51:00,short,0.4190645196269225,6.135714285714259,TP_HIT,13
2025-12-26 20:02:00,2025-12-26 20:08:00,short,0.41679536941077333,2.578571428571889,TP_HIT,6
2025-12-29 09:03:00,2025-12-29 09:14:00,long,0.586609756462716,8.171428571429193,TP_HIT,11
2025-12-29 15:02:00,2025-12-29 15:21:00,long,0.5970758130235604,-5.373214285715404,SL_HIT,19
2025-12-29 15:56:00,2025-12-29 16:36:00,long,0.5906096213148142,-6.800000000002615,TIME_EXIT,40
2025-12-31 15:02:00,2025-12-31 15:09:00,long,0.5944581407801955,-4.7196428571432625,SL_HIT,7
2025-12-31 15:13:00,2025-12-31 15:16:00,long,0.5840018108837157,-5.496428571428831,SL_HIT,3
2026-01-07 15:14:00,2026-01-07 15:17:00,long,0.5804975268824754,-7.419642857144059,SL_HIT,3
2026-01-09 13:30:00,2026-01-09 13:31:00,long,0.6000800055907228,7.049999999999302,TP_HIT,1
2026-01-09 13:50:00,2026-01-09 14:12:00,long,0.5824798301467615,-9.192857142857115,SL_HIT,22
2026-01-09 15:09:00,2026-01-09 15:26:00,long,0.5818720830276959,8.557142857145053,TP_HIT,17
2026-01-16 15:25:00,2026-01-16 15:37:00,long,0.5801768998939211,-8.089285714286309,SL_HIT,12
