entry_time,exit_time,direction,probability,pnl_pips,outcome,holding_bars
2025-11-11 13:26:00,2025-11-11 13:44:00,long,0.5813625936100644,-8.09285714285639,SL_HIT,18
2025-11-20 13:30:00,2025-11-20 13:33:00,long,0.6686259822473537,14.17857142856987,TP_HIT,3
2025-11-21 15:01:00,2025-11-21 15:02:00,long,0.6471594293283547,16.357142857142886,TP_HIT,1
2025-11-24 00:00:00,2025-11-24 00:05:00,short,0.4104480696932519,-7.224999999999748,SL_HIT,5
2025-11-26 01:38:00,2025-11-26 01:46:00,long,0.5800603010852116,14.285714285714697,TP_HIT,8
2025-12-01 00:00:00,2025-12-01 00:01:00,long,0.6556796907435177,-6.346428571427084,SL_HIT,1
2025-12-01 01:06:00,2025-12-01 01:07:00,long,0.6086435930626037,-11.398214285714728,SL_HIT,1
2025-12-01 01:12:00,2025-12-01 01:35:00,long,0.6049550103095108,21.0857142857123,TP_HIT,23
2025-12-04 08:10:00,2025-12-04 08:16:00,long,0.590320365720983,9.285714285714297,TP_HIT,6
2025-12-04 08:20:00,2025-12-04 08:58:00,long,0.5806440406199302,10.685714285713,TP_HIT,38
2025-12-10 19:00:00,2025-12-10 19:01:00,long,0.5995780899196881,8.000000000001739,TP_HIT,1
2025-12-10 20:09:00,2025-12-10 20:25:00,long,0.5828794752027325,12.05000000000099,TP_HIT,16
2025-12-19 14:13:00,2025-12-19 14:14:00,long,0.5815385850058951,-8.108928571429114,SL_HIT,1
2025-12-22 13:10:00,2025-12-22 13:11:00,long,0.5819492283001496,9.250000000000412,TP_HIT,1
2025-12-26 03:56:00,2025-12-26 04:01:00,long,0.5817245644617927,-4.541071428570961,SL_HIT,5
2025-12-29 00:00:00,2025-12-29 00:04:00,long,0.662290971060267,-7.27857142857248,SL_HIT,4
2025-12-29 00:07:00,2025-12-29 00:20:00,long,0.591823332925326,13.178571428572518,TP_HIT,13
2025-12-29 15:57:00,2025-12-29 16:25:00,long,0.5869985308554044,9.357142857141751,TP_HIT,28
2026-01-02 15:06:00,2026-01-02 15:24:00,long,0.583158140893723,-4.926785714286346,SL_HIT,18
2026-01-05 00:01:00,2026-01-05 00:09:00,short,0.41442232483995606,-5.666071428571669,SL_HIT,8
2026-01-06 00:55:00,2026-01-06 01:12:00,long,0.5950700648131332,7.685714285717138,TP_HIT,17
2026-01-07 15:00:00,2026-01-07 15:01:00,short,0.3987819867194853,7.1571428571425635,TP_HIT,1
2026-01-09 13:32:00,2026-01-09 13:39:00,long,0.6941056891126658,11.450000000000232,TP_HIT,7
2026-01-09 13:42:00,2026-01-09 14:12:00,long,0.6361159685933439,19.571428571429035,TP_HIT,30
2026-01-09 14:15:00,2026-01-09 14:46:00,long,0.6455358883198279,19.03571428571505,TP_HIT,31
2026-01-09 15:35:00,2026-01-09 15:43:00,long,0.5815967457515543,-6.60357142857115,SL_HIT,8
2026-01-12 00:00:00,2026-01-12 00:06:00,short,0.27386236812279996,5.885714285713593,TP_HIT,6
2026-01-12 23:21:00,2026-01-12 23:22:00,long,0.6288247715449012,-4.707142857143001,SL_HIT,1
2026-01-13 04:20:00,2026-01-13 04:21:00,long,0.5972818154006104,-6.260714285713902,SL_HIT,1
2026-01-13 13:30:00,2026-01-13 13:31:00,long,0.6481526184525002,-7.08035714285975,SL_HIT,1
2026-01-13 13:34:00,2026-01-13 13:37:00,long,0.5824068000529716,12.592857142859787,TP_HIT,3
2026-01-14 08:34:00,2026-01-14 08:36:00,long,0.5820990092383777,-5.9553571428569,SL_HIT,2
2026-01-14 08:47:00,2026-01-14 08:55:00,long,0.5834415820941495,-9.973214285714194,SL_HIT,8
2026-01-14 12:00:00,2026-01-14 12:01:00,long,0.7587534951413956,13.564285714286159,TP_HIT,1
2026-01-14 12:04:00,2026-01-14 12:22:00,long,0.6299479161062856,21.2928571428581,TP_HIT,18
2026-01-14 14:04:00,2026-01-14 14:05:00,long,0.5900298883203633,-6.630357142856326,SL_HIT,1
2026-01-14 14:09:00,2026-01-14 14:12:00,long,0.6054884379118947,-11.751785714285143,SL_HIT,3
2026-01-14 14:15:00,2026-01-14 14:23:00,long,0.5874911716819826,-14.441071428570394,SL_HIT,8
2026-01-15 07:26:00,2026-01-15 07:27:00,long,0.5859430406444741,-4.953571428572236,SL_HIT,1
2026-01-15 09:15:00,2026-01-15 09:16:00,long,0.7257235415456634,8.35714285714313,TP_HIT,1
2026-01-15 09:23:00,2026-01-15 09:36:00,long,0.5989337617898327,-9.946428571427116,SL_HIT,13
2026-01-16 02:24:00,2026-01-16 02:38:00,long,0.5854964787065997,-7.048214285715493,SL_HIT,14
2026-01-16 02:48:00,2026-01-16 02:57:00,long,0.6157701329464016,15.114285714284575,TP_HIT,9
2026-01-16 15:00:00,2026-01-16 15:18:00,long,0.5800563832396112,7.749999999999467,TP_HIT,18
