date,open,high,low,close,volume,dividends,split_occurred,volatility,returns,rsi_14,macd,macd_signal,macd_hist,sma_3,sma_6,sma_12,ema_3,ema_6,ema_12,volume_change,ticker,sector,trailingPE,forwardPE,priceToBook,returnOnEquity,returnOnAssets,profitMargins,operatingMargins,grossMargins,debtToEquity,currentRatio,beta,data_source
2016-02-29 05:00:00+00:00,28.90749931335449,29.09000015258789,23.700000762939453,27.625999450683597,124144800.0,0.0,0,0.1951060412952793,-0.0587393835904203,69.43479168347022,3.322756965899416,2.5041778100298995,0.8185791558695161,30.256832758585613,30.14999993642171,26.35100015004476,29.2179333914537,29.03290502054265,26.888520527879383,-0.0941878281947359,AMZN,Consumer,117.23274881666656,73.69323249749992,34.40887561750003,0.8614697569999996,0.36627474999999987,0.3748843102666665,0.44714448940833307,0.5335843222750001,25.12975333333333,3.467871666666667,2.059588333333331,predicted
2016-03-31 04:00:00+00:00,27.81450080871582,30.16200065612793,26.929000854492188,29.68199920654297,85463181.81818181,0.0,0,0.1089212279516224,0.0744226379765782,71.71792347806925,3.29946842427319,2.6632359328785578,0.6362324913946322,28.88599967956543,30.831249872843426,27.274083455403645,29.449966298998334,29.218360502257028,27.318286478443014,-0.3115846832232859,AMZN,Consumer,114.83170353999986,71.78937533499995,34.208136502500025,0.8560446677499995,0.37877884999999983,0.3859591764499999,0.4604164050499996,0.544481997375,21.586652500000017,3.578287499999999,2.0920924999999975,predicted
2016-04-30 04:00:00+00:00,29.52449989318848,33.499000549316406,29.262500762939453,32.97949981689453,74727809.52380952,0.0,0,0.1284585821464371,0.1110942894178326,73.6480426763638,3.506670117850227,2.831922769872892,0.6747473479773354,30.09583282470703,31.111999829610188,28.264958381652832,31.214733057946432,30.2929717350106,28.189242376666325,-0.1256140020296834,AMZN,Consumer,113.77036567333322,71.12955735999995,33.98362860416669,0.8519705509166663,0.3752871833333332,0.3836035764833332,0.4578192386333329,0.5453440474083334,22.340160833333343,3.544925833333333,2.0772841666666646,predicted
2016-05-31 04:00:00+00:00,33.19599914550781,36.21149826049805,32.79999923706055,36.13949966430664,86299523.8095238,0.0,0,0.0943980701206797,0.09581709440582,77.1452895591097,3.881125334345452,3.041763282767404,0.839362051578048,32.93366622924805,31.59524949391683,29.48812500635783,33.67711636112654,31.96340828623804,29.412358882457145,0.1548515118996942,AMZN,Consumer,114.84809613333321,71.78096464999994,34.18089221250003,0.8549769512499996,0.3792882499999999,0.3863940430833332,0.4609417716666663,0.5448677473750001,21.347804166666688,3.5842458333333322,2.0940541666666643,predicted
2016-06-30 04:00:00+00:00,36.04499816894531,36.57500076293945,34.10599899291992,35.78099822998047,67764454.54545455,0.0,0,0.069003155086679,-0.0099199335258159,74.34707194937067,4.10167417490862,3.253745461195648,0.8479287137129727,34.96666590372721,31.92633279164632,30.661166508992512,34.7290572955535,33.054148270164454,30.392149551306886,-0.2147760317308237,AMZN,Consumer,39.06792839966668,26.994276294499986,17.456443133066667,0.5543690372,0.13528031474666655,0.21691677122000008,0.25902190689999965,0.5787720701083335,77.17396516666666,1.297328666666668,1.1402895000000006,predicted
2016-07-31 04:00:00+00:00,35.86600112915039,38.29999923706055,35.82699966430664,37.94049835205078,68635500.0,0.0,0,0.0651809986734197,0.0603532665072741,75.78146592438488,4.39999394092915,3.482995157142348,0.916998783786802,36.62033208211263,33.35808245340983,31.58891630172729,36.33477782380214,34.45024829356055,31.553433982190565,0.0128540170564079,AMZN,Consumer,60.08749002966659,39.93682573533331,22.18907738056667,0.6394114393333333,0.20365065642666655,0.26152842018666667,0.3126749269499997,0.5651130042666668,57.53216933333332,1.9248886666666651,1.398052000000001,predicted
2016-08-31 04:00:00+00:00,37.993499755859375,38.749000549316406,37.51750183105469,38.45800018310547,43478608.69565217,0.0,0,0.0320219125383101,0.0136398269272262,75.98771192686424,4.62486006959427,3.711368139632732,0.9134919299615376,37.393165588378906,35.16341590881348,32.65670792261759,37.396389003453805,35.595320262001955,32.61567493617747,-0.3665288561218003,AMZN,Consumer,32.4226057830403,19.797637965313175,8.590522888811718,0.3032648068652933,0.07812558551498178,0.19760819814857145,0.24264247347582368,0.6314097458122169,83.38373997069601,1.037487835164837,0.9296860769230773,predicted
2016-09-30 04:00:00+00:00,38.54499816894531,41.997501373291016,37.79999923706055,41.865501403808594,64129238.0952381,0.0,0,0.1002615995385788,0.0886031828092828,74.65452654220373,5.020155737070681,3.9731256591203215,1.0470300779503583,39.42133331298828,37.19399960835775,34.012624740600586,39.6309452036312,37.38680058823242,34.03872516196687,0.4749606765050642,AMZN,Consumer,33.31310248546888,22.9654063387857,13.42318632110476,0.47073875656091585,0.0967079091988535,0.1981988737452382,0.23211712908300344,0.5679756406193225,101.74895938461536,1.1057905750915757,1.024765824175824,predicted
2016-10-31 04:00:00+00:00,41.79999923706055,42.36050033569336,38.730499267578125,39.49100112915039,73394095.23809524,0.0,0,0.0919197023201252,-0.0567173494891474,71.80585302648991,5.08323174253308,4.195146875802874,0.8880848667302059,39.93816757202149,38.279249827067055,34.69562482833862,39.5609731663908,37.988000742780414,34.87753684922588,0.1444716547091662,AMZN,Consumer,113.75397307999988,71.13796804499994,34.01087289416669,0.8530382674166661,0.37477778333333317,0.38316870984999984,0.4572938720166661,0.5449582974083333,22.57900916666668,3.5389675,2.0753224999999977,predicted
2016-11-30 05:00:00+00:00,39.95000076293945,40.04199981689453,35.505001068115234,37.52849960327149,104843714.28571428,0.0,0,0.120894754566308,-0.0496949044026711,67.72621714432063,4.91816887018954,4.339751274680207,0.5784175955093325,39.62833404541016,38.51074981689453,35.05299965540568,38.54473638483114,37.85671470292072,35.2853772729252,0.4285033958875632,AMZN,Consumer,109.60457592333323,69.50631397749994,36.25941762166669,0.9403017904166667,0.35428043333333337,0.3656791035833333,0.4357452661083332,0.5281924725333336,36.7465958333333,3.2349858333333334,1.9729741666666658,predicted
