,0
0,0.0
1,10.035714285714748
2,2.841071428572401
3,2.541071428572401
4,7.74821428571359
5,11.462500000000226
6,8.307142857142459
7,5.382142857142392
8,10.567857142857406
9,17.132142857141776
10,14.207142857141708
