,0
0,0.0
1,-5.035714285714145
2,9.492857142857996
3,1.98214285714334
4,13.50357142857164
5,8.67142857142883
6,3.8767857142872186
7,9.126785714287733
8,13.862500000000114
9,23.898214285714865
10,16.703571428572516
11,16.403571428572516
12,21.610714285713705
13,25.32500000000034
14,22.169642857142573
15,19.244642857142505
16,24.43035714285752
17,30.99464285714189
18,28.069642857141822
19,29.34821428571154
20,24.987499999996583
21,31.09464285713859
