date,open,high,low,close,volume,dividends,split_occurred,volatility,returns,rsi_14,macd,macd_signal,macd_hist,sma_3,sma_6,sma_12,ema_3,ema_6,ema_12,volume_change,ticker,sector
2015-01-31 00:00:00-05:00,24.694233092060063,26.602999818446985,23.19559874156603,25.97339630126953,261052680.0,0.0,0,0.13118812177498743,,,0.0,0.0,0.0,,,,25.97339630126953,25.97339630126953,25.97339630126953,,AAPL,Technology
2015-02-28 00:00:00-05:00,26.170700293426666,29.734896040236197,25.733967466726934,28.590913772583008,239270568.42105263,0.1175,0,0.13993706550736118,0.10077686571877154,,0.2088048125264308,0.04176096250528616,0.16704385002114464,,,,27.28215503692627,26.721258435930523,26.37609129685622,-0.08343952484589456,AAPL,Technology
2015-03-31 00:00:00-04:00,28.76673826279468,28.99598163064792,27.070774214428088,27.6939640045166,207025836.36363637,0.0,0,0.06951722100548152,-0.03137184684620076,,0.2984672361412599,0.09310221723248091,0.205365018908779,27.419424692789715,,,27.488059520721436,26.9991743126694,26.57884094418859,-0.13476263407655764,AAPL,Technology
2015-04-30 00:00:00-04:00,27.780770705399615,29.94411036493817,27.397955774762004,27.85420799255371,189740095.23809522,0.0,0,0.09141005161075953,0.005786242374366424,,0.37809723390351024,0.1501012205666868,0.22799601333682346,28.046361923217773,,,27.671133756637573,27.2434696497792,26.775051259321682,-0.08349557441313327,AAPL,Technology
2015-05-31 00:00:00-04:00,28.06565373617916,29.71829946014295,27.455816218919747,29.117090225219727,190830420.0,0.13,0,0.0777029306061482,0.04533901064441048,,0.5369193506090788,0.2274648465751652,0.3094545040339136,28.22175407409668,,,28.39411199092865,27.77878981419078,27.135364946382918,0.005746412009209667,AAPL,Technology
2015-06-30 00:00:00-04:00,29.1170993245038,29.365180367831247,27.820811685127207,28.03314208984375,159746672.72727272,0.0,0,0.05509081635424506,-0.037227213536506376,,0.5687650967659685,0.2957248966133259,0.27304020015264263,28.334813435872395,27.877119064331055,,28.2136270403862,27.85146189294877,27.273484506915356,-0.16288675187492263,AAPL,Technology
2015-07-31 00:00:00-04:00,28.361677708031362,29.718303817801807,26.64522974527482,27.110097885131836,192414654.54545453,0.0,0,0.11335532927796527,-0.03292689066939547,,0.5136006582307715,0.33930004893681504,0.17430060929395647,28.086776733398438,28.066569328308105,,27.661862462759018,27.639643605001076,27.248348103564044,0.20449866817541906,AAPL,Technology
2015-08-31 00:00:00-04:00,27.15479960021046,27.39394056552106,20.6547296584936,25.315507888793945,306060780.95238096,0.13,0,0.26620879725706037,-0.0661963672702971,,0.3213694812291692,0.3357139353952859,-0.014344454166116682,26.81958262125651,27.520668347676594,,26.48868517577648,26.975604828941897,26.95098807052249,0.5906313460136143,AAPL,Technology
2015-09-30 00:00:00-04:00,24.72954472635448,26.242731047988062,24.103167500105478,24.76322364807129,229818533.33333334,0.0,0,0.08640084902876637,-0.021816044266176005,,0.1230418164411553,0.29317951160445976,-0.17013769516330446,25.729609807332356,27.032211621602375,,25.625954411923885,26.343495920121725,26.61440892860692,-0.24910819145727103,AAPL,Technology
2015-10-31 00:00:00-04:00,24.48708583632217,27.214849177250642,24.09195130342979,26.82869529724121,202274927.27272728,0.0,0,0.11640140674831763,0.08340883555888712,,0.13102167710864876,0.26074794470529755,-0.1297262675966488,25.63580894470215,26.861292839050293,,26.227324854582548,26.482124313584436,26.647376062242966,-0.1198493683738564,AAPL,Technology
2015-11-30 00:00:00-05:00,27.120557282149267,27.798569385616204,25.02705576868221,26.672977447509766,150128120.0,0.13,0,0.10390717055822156,-0.005804152904426041,,0.12335864344097303,0.23327008445243266,-0.10991144101145964,26.088298797607422,26.453940709431965,,26.450151151046157,26.536653780420245,26.651314736899398,-0.25780163649456045,AAPL,Technology
2015-12-31 00:00:00-05:00,26.77443784822849,27.024704048666933,23.63364988463391,23.73285675048828,167620945.45454547,0.0,0,0.14288436489902356,-0.11022844010599875,,-0.11859049715440051,0.16289796813106605,-0.28148846528546656,25.744843165079754,25.737226486206055,26.807172775268555,25.09150395076722,25.7355689147254,26.20232120052846,0.11651931333414067,AAPL,Technology
2016-01-31 00:00:00-05:00,23.13537213940266,23.86588746445505,20.831076108775935,21.947139739990234,267757473.68421054,0.0,0,0.13827821719061348,-0.07524239619662754,,-0.44925069079843283,0.040468236345166275,-0.4897189271435991,24.117657979329426,24.87673346201579,26.471651395161945,23.519321845378727,24.65316057908678,25.547677898907192,0.5973986601621906,AAPL,Technology
2016-02-29 00:00:00-05:00,21.750990934463992,22.41760369047483,20.989448717950868,21.918888092041016,162172520.0,0.13,0,0.06515636041969397,-0.001287258762823651,37.53742764223677,-0.7054489717998393,-0.10871520528383485,-0.5967337665160045,22.53296152750651,24.310630162556965,25.91564925511678,22.71910496870987,23.871939868502277,24.989402544004705,-0.3943305567960952,AAPL,Technology
2016-03-31 00:00:00-04:00,22.136515111056735,25.031373749204025,22.084375093578036,24.70720672607422,135645381.8181818,0.0,0,0.11927688501168925,0.1272107701049705,46.67754984866378,-0.6757048397065581,-0.22211313216837952,-0.4535917075381786,22.857744852701824,24.30129400889079,25.666752815246582,23.713155847392045,24.110587542094258,24.94598780278463,-0.16357357079866663,AAPL,Technology
2016-04-30 00:00:00-04:00,24.659599417281587,25.477953361600637,20.971318041422034,21.25014877319336,166168323.80952382,0.0,0,0.21207547148392833,-0.1399210356398778,31.550858688544054,-0.9204773952512433,-0.3617859847849523,-0.558691410466291,22.6254145304362,23.371536254882812,25.116414546966553,22.481652310292702,23.293319322408287,24.37739718284751,0.22502013398624032,AAPL,Technology
2016-05-31 00:00:00-04:00,21.302285026807674,22.97375526188401,20.405646795303777,22.775331497192383,171556476.19047618,0.1425,0,0.1127583353461535,0.07177280217082571,38.0166812362301,-0.9800939961680797,-0.48544758706157776,-0.4946464091065019,22.910895665486652,22.721928596496582,24.587934652964275,22.628491903742542,23.145322800918027,24.13092553890057,0.03242586948839121,AAPL,Technology
2016-06-30 00:00:00-04:00,22.583744247393028,23.23831775252681,20.868642803339924,21.80373764038086,141726854.54545453,0.0,0,0.10868205205323203,-0.042659921631932995,35.81977344280483,-1.0931390595816985,-0.606985881565602,-0.4861531780160966,21.9430726369222,22.40040874481201,24.068817615509033,22.2161147720617,22.762012755050264,23.772896631436,-0.1738763951522433,AAPL,Technology
2016-07-31 00:00:00-04:00,21.778653190981583,23.844988283156116,21.523206077879163,23.76744270324707,137155920.0,0.0,0,0.09768750615141927,0.09006277250508643,37.86102420492963,-1.0126008671035365,-0.6881088786731889,-0.32449198843034754,22.78217061360677,22.703792572021484,23.790263017018635,22.991778737654386,23.049278454535063,23.772057565560782,-0.03225171799737181,AAPL,Technology
2016-08-31 00:00:00-04:00,23.813062417100653,25.276639411073187,23.719551556938992,24.3295841217041,109587565.2173913,0.1425,0,0.06399977271889074,0.023651741816557825,41.39235796154502,-0.8931183425545193,-0.729110771449455,-0.16400757110506425,23.300254821777344,23.105575243632,23.708102703094482,23.660681429679244,23.415080073726216,23.857830881890525,-0.20100010836286686,AAPL,Technology
