date,open,high,low,close,volume,dividends,split_occurred,volatility,returns,rsi_14,macd,macd_signal,macd_hist,sma_3,sma_6,sma_12,ema_3,ema_6,ema_12,volume_change,ticker,sector
2015-01-31 00:00:00-05:00,69.23738176734379,69.69006623036525,59.94702874491632,60.82940673828125,8498685.0,0.7,0,0.16016985875545992,,,0.0,0.0,0.0,,,,60.82940673828125,60.82940673828125,60.82940673828125,,CAT,Industrials
2015-02-28 00:00:00-05:00,60.91306569526945,65.27163521031294,60.464277613376915,63.058101654052734,5774636.842105263,0.0,0,0.07623695402868275,0.03663844570045627,,0.1777876286085487,0.03555752572170974,0.14223010288683896,,,,61.94375419616699,61.46617671421596,61.17228287916917,-0.32052584110303384,CAT,Industrials
2015-03-31 00:00:00-04:00,63.058114047391555,63.735101547807254,59.4754531714072,60.87504196166992,5690563.636363637,0.0,0,0.0699736417279539,-0.03461981307904638,,0.1409066484552639,0.05662735026842058,0.08427929818684332,61.58751678466797,,,61.40939807891846,61.29728107063138,61.1265535072462,-0.014559046402470521,CAT,Industrials
2015-04-30 00:00:00-04:00,60.875038506931936,67.43083931831643,60.38822121237338,66.63322448730469,6101819.047619048,0.7,0,0.10569229029708514,0.09459020215970315,,0.5697477156398847,0.15925142334271342,0.4104962922971713,63.52212270100912,,,64.02131128311157,62.82183633253804,61.97373365802443,0.07226971483587685,CAT,Industrials
2015-05-31 00:00:00-04:00,67.25446685910518,68.7346939457659,65.27571492934824,65.43677520751953,4360355.0,0.0,0,0.05285986366914023,-0.01795574638614572,,0.8037982078883985,0.28816078025185043,0.5156374276365481,64.31501388549805,,,64.72904324531555,63.5689617253899,62.50650928102368,-0.2854008016344852,CAT,Industrials
2015-06-30 00:00:00-04:00,66.00430264930785,68.11345643342771,64.96124089663034,65.05329895019531,3493086.3636363638,0.0,0,0.04845589059535169,-0.005860256042693135,,0.94742030854853,0.42001268591118635,0.5274076226373436,65.70776621500652,63.64764149983724,,64.89117109775543,63.993058075334304,62.89832307628085,-0.1988986301261334,CAT,Industrials
2015-07-31 00:00:00-04:00,65.49047523987522,65.70815787320252,57.87488204550161,60.862674713134766,6557554.545454546,0.77,0,0.12870410090620643,-0.06441832012653015,,0.7148531228210331,0.4789807732931557,0.2358723495278774,63.78424962361654,63.65318616231283,,62.8769229054451,63.09866282899158,62.58514640502761,0.8772952806778065,CAT,Industrials
2015-08-31 00:00:00-04:00,60.70012426032467,62.1630714954916,54.360743880723774,59.167537689208984,7428252.380952381,0.0,0,0.1318683845819533,-0.027851832538012933,,0.38927128454105997,0.4610388755427366,-0.07176759100167662,61.69450378417969,63.00475883483887,,61.02223029732704,61.97548421762512,62.05936044874782,0.13277782585908793,CAT,Industrials
2015-09-30 00:00:00-04:00,57.66589292995534,58.950792805800255,48.756704165920326,50.5911865234375,8252061.904761905,0.0,0,0.20149929939194625,-0.14495028018270306,,-0.5544037106348796,0.2579503583072134,-0.8123540689420929,56.873799641927086,61.2907829284668,,55.80670841038227,58.72282773357152,60.295025998700076,0.110902199004701,CAT,Industrials
2015-10-31 00:00:00-04:00,50.8001690976069,57.35547872172781,48.84185117676504,57.12849807739258,7165645.454545454,0.77,0,0.14902592981578602,0.12921838769143168,,-0.765937287045432,0.053172829236684344,-0.8191101162821163,55.62907409667969,59.70666186014811,,56.467603243887424,58.26730497466325,59.807867856960456,-0.13165393846470386,CAT,Industrials
2015-11-30 00:00:00-05:00,57.13630759659487,59.42959245924996,53.54377242758892,56.862396240234375,5139980.0,0.0,0,0.10350988387465081,-0.004657952617583505,,-0.9441675884846106,-0.14629525430757467,-0.797872334177036,54.86069361368815,58.27759869893392,,56.6649997420609,57.865902479112144,59.35471837746413,-0.2826912756701483,CAT,Industrials
2015-12-31 00:00:00-05:00,56.61189782285196,56.85452950636047,50.170370243911236,53.19156265258789,6406690.909090909,0.0,0,0.1256620209882861,-0.06455643501441288,,-1.3658769987294406,-0.39021160319194786,-0.9756653955374928,55.72748565673828,56.30064264933268,59.97414207458496,54.928281197324395,56.53037681439093,58.40654057363702,0.24644277002846504,CAT,Industrials
