entry_time,exit_time,direction,probability,pnl_pips,outcome,holding_bars
2025-11-20 13:44:00,2025-11-20 13:46:00,long,0.593961290550562,-6.187500000000148,SL_HIT,2
2025-11-20 13:59:00,2025-11-20 14:03:00,long,0.5842536102666737,5.771428571428696,TP_HIT,4
2025-11-20 14:09:00,2025-11-20 14:12:00,long,0.587437180237421,-4.414285714286141,SL_HIT,3
2025-11-20 16:31:00,2025-11-20 16:38:00,long,0.5823790517349708,-4.312500000000354,SL_HIT,7
2025-11-20 16:46:00,2025-11-20 16:57:00,long,0.5810174952211272,-4.189285714285975,SL_HIT,11
2025-11-20 17:02:00,2025-11-20 17:07:00,long,0.6071721636762626,-5.137499999999812,SL_HIT,5
2025-11-20 17:10:00,2025-11-20 17:17:00,long,0.5891361825575273,-5.576785714285786,SL_HIT,7
2025-11-20 17:20:00,2025-11-20 17:22:00,long,0.5842030310074704,5.278571428571813,TP_HIT,2
2025-11-20 17:25:00,2025-11-20 17:27:00,long,0.5804069134237203,5.335714285714411,TP_HIT,2
2025-11-20 17:31:00,2025-11-20 17:35:00,long,0.5802015110283727,-4.698214285714313,SL_HIT,4
2025-11-20 17:42:00,2025-11-20 17:46:00,long,0.5953211659654524,-4.521428571428511,SL_HIT,4
2025-11-20 18:24:00,2025-11-20 18:38:00,long,0.5800167852140617,-3.8089285714288392,SL_HIT,14
2025-11-21 15:17:00,2025-11-21 15:25:00,long,0.5841048185204754,6.050000000000363,TP_HIT,8
2025-11-21 15:36:00,2025-11-21 15:43:00,long,0.5831827876172654,5.935714285714535,TP_HIT,7
2025-12-03 00:30:00,2025-12-03 00:32:00,long,0.6370536389845325,-3.4125000000000494,SL_HIT,2
2025-12-09 03:30:00,2025-12-09 03:31:00,long,0.5864191157802743,4.414285714285671,TP_HIT,1
2025-12-09 03:36:00,2025-12-09 04:06:00,long,0.5872369287684945,8.135714285714037,TP_HIT,30
2025-12-10 19:40:00,2025-12-10 19:53:00,long,0.5989427581116737,13.40714285714352,TP_HIT,13
2025-12-10 19:56:00,2025-12-10 20:08:00,long,0.6111196419369823,10.64999999999957,TP_HIT,12
2025-12-16 13:30:00,2025-12-16 13:31:00,short,0.4167119643744144,-3.792857142856948,SL_HIT,1
2025-12-16 13:34:00,2025-12-16 13:38:00,long,0.5877517647190634,-6.123214285713893,SL_HIT,4
2025-12-16 13:52:00,2025-12-16 13:56:00,long,0.5871542458650766,6.492857142857077,TP_HIT,4
2025-12-16 14:01:00,2025-12-16 14:22:00,long,0.5822911648552723,4.621428571428933,TP_HIT,21
2025-12-16 15:25:00,2025-12-16 15:27:00,long,0.6020469242139201,-3.4446428571427603,SL_HIT,2
2025-12-16 15:30:00,2025-12-16 15:43:00,long,0.5831903261015662,-3.369642857142388,SL_HIT,13
2025-12-17 15:52:00,2025-12-17 15:55:00,long,0.5838148558917932,-3.273214285714136,SL_HIT,3
2025-12-25 22:13:00,2025-12-25 22:20:00,long,0.6912411424597061,3.371428571428516,TP_HIT,7
2026-01-07 00:30:00,2026-01-07 00:31:00,long,0.5995513366753045,-3.4767857142855902,SL_HIT,1
2026-01-07 15:00:00,2026-01-07 15:07:00,long,0.5857519277713915,3.4714285714290125,TP_HIT,7
