time,open,high,low,close,volume
2025-12-15 00:00:00,0.878025,0.878025,0.8779450000000001,0.8779700000000001,45.780001521110535
2025-12-15 00:01:00,0.8779800000000001,0.87802,0.8779700000000001,0.87799,38.81000113487244
2025-12-15 00:02:00,0.8779800000000001,0.87802,0.8779700000000001,0.8780000000000001,65.83000147342682
2025-12-15 00:03:00,0.8780050000000001,0.8780650000000001,0.8780050000000001,0.87804,31.80000066757202
2025-12-15 00:04:00,0.8780350000000001,0.8780650000000001,0.8780300000000001,0.87805,23.550000548362732
2025-12-15 00:05:00,0.8780450000000001,0.87809,0.8780450000000001,0.87809,33.00000047683716
2025-12-15 00:06:00,0.8781000000000001,0.8781000000000001,0.8780300000000001,0.8780600000000001,103.43000221252441
2025-12-15 00:07:00,0.878055,0.8781400000000001,0.878055,0.8781350000000001,83.93000102043152
2025-12-15 00:08:00,0.8781450000000001,0.878155,0.8781100000000001,0.87812,35.75000071525574
2025-12-15 00:09:00,0.878115,0.87812,0.8780450000000001,0.8781100000000001,157.80000114440918
2025-12-15 00:10:00,0.8781000000000001,0.878125,0.8780700000000001,0.8780700000000001,53.67000150680542
2025-12-15 00:11:00,0.8780700000000001,0.87809,0.8780650000000001,0.8780700000000001,68.38000059127808
2025-12-15 00:12:00,0.8780750000000002,0.8780950000000001,0.8780700000000001,0.8780700000000001,33.10000026226044
2025-12-15 00:13:00,0.878085,0.8780950000000001,0.8780650000000001,0.8780950000000001,26.9000004529953
2025-12-15 00:14:00,0.8780800000000001,0.87809,0.8780700000000001,0.8780750000000002,20.550000548362732
2025-12-15 00:15:00,0.8780800000000001,0.8781100000000001,0.8780650000000001,0.8780700000000001,63.21000063419342
2025-12-15 00:16:00,0.878075,0.8780750000000002,0.8780300000000001,0.8780300000000001,91.22000074386597
2025-12-15 00:17:00,0.8780500000000001,0.8780500000000001,0.8780050000000001,0.87804,141.1500005722046
2025-12-15 00:18:00,0.8780500000000001,0.87809,0.87802,0.87809,84.61000192165375
2025-12-15 00:19:00,0.8780800000000001,0.878105,0.8780600000000001,0.878085,73.7500010728836
2025-12-15 00:20:00,0.8780800000000001,0.8780800000000001,0.8780300000000001,0.8780300000000001,56.90000069141388
2025-12-15 00:21:00,0.8780350000000001,0.878055,0.8780350000000001,0.8780500000000001,63.500001072883606
2025-12-15 00:22:00,0.8780500000000001,0.8780500000000001,0.8780400000000002,0.8780450000000001,58.62000012397766
2025-12-15 00:23:00,0.8780400000000002,0.87805,0.8780350000000001,0.8780400000000002,15.580000162124634
2025-12-15 00:24:00,0.8780450000000001,0.8780600000000001,0.8780450000000001,0.87805,10.350000262260437
2025-12-15 00:25:00,0.87804,0.87805,0.878025,0.87805,12.750000357627869
2025-12-15 00:26:00,0.878045,0.8780650000000001,0.878045,0.878055,9.750000357627869
2025-12-15 00:27:00,0.8780650000000001,0.8780650000000001,0.8780450000000001,0.8780450000000001,33.44000017642975
