time,open,high,low,close,volume
2025-11-13 00:00:00,1.5471050000000002,1.5472550000000003,1.5469600000000001,1.547205,292.5300065279007
2025-11-13 00:01:00,1.547225,1.5479450000000001,1.547225,1.5479450000000001,421.7900056838989
2025-11-13 00:02:00,1.547965,1.5482850000000001,1.547955,1.548155,444.9500056505203
2025-11-13 00:03:00,1.548165,1.548315,1.54804,1.548225,369.36000406742096
2025-11-13 00:04:00,1.5482200000000002,1.548435,1.548155,1.548435,135.1500028371811
2025-11-13 00:05:00,1.548425,1.548445,1.5482400000000003,1.548435,271.6200032234192
2025-11-13 00:06:00,1.548445,1.548505,1.54817,1.5481800000000001,292.4500033855438
2025-11-13 00:07:00,1.5481850000000001,1.5484400000000003,1.5481850000000001,1.5483800000000003,162.7500034570694
2025-11-13 00:08:00,1.54841,1.5485350000000002,1.54833,1.5485300000000002,214.38000309467316
2025-11-13 00:09:00,1.5485200000000001,1.548635,1.54828,1.54839,342.76000249385834
2025-11-13 00:10:00,1.5484,1.5484200000000001,1.54826,1.54826,212.67000377178192
2025-11-13 00:11:00,1.5482650000000002,1.5483700000000002,1.5482650000000002,1.5483200000000001,183.12000393867493
2025-11-13 00:12:00,1.548315,1.5483850000000001,1.5481100000000003,1.54828,222.15000522136688
2025-11-13 00:13:00,1.5483000000000002,1.5484850000000001,1.54828,1.54831,285.79000425338745
2025-11-13 00:14:00,1.5483250000000002,1.5484850000000001,1.5482200000000002,1.548425,178.180002450943
2025-11-13 00:15:00,1.548435,1.5488050000000002,1.548435,1.5487000000000002,315.3800069093704
2025-11-13 00:16:00,1.54865,1.54865,1.5483250000000002,1.54833,246.5800039768219
2025-11-13 00:17:00,1.5482850000000001,1.5483800000000003,1.54827,1.5482900000000002,77.57000172138214
2025-11-13 00:18:00,1.5483250000000002,1.54833,1.54821,1.54821,59.51000142097473
2025-11-13 00:19:00,1.5482200000000002,1.5482200000000002,1.54812,1.54812,60.65000128746033
2025-11-13 00:20:00,1.5481150000000001,1.5482900000000002,1.5480550000000002,1.5482500000000001,210.12000381946564
2025-11-13 00:21:00,1.5482300000000002,1.5482300000000002,1.5480650000000002,1.5480650000000002,116.58000159263611
