strategy,trades,pnl_pips,profit_factor,win_rate,tp_hits,sl_hits,time_exits,avg_holding
1m V4.3 Combined,298,0.24063659395490927,1.0012347837668147,0.4798657718120805,143,153,2,5.865771812080537
1m V4.4 Tight SL,270,14.51331826618739,1.0918880791469938,0.5,134,133,3,5.962962962962963
