date,ticker,sector,price,PE,PB,PS,EV_EBITDA,ROE,log_price_t,log_price_t+1
2024-05-31,AZO,Consumer,2769.93994140625,70.82892062543947,-9.540882169173432,10.89864540271897,52.82855545051282,-0.13470319870647096,7.926580917143533,7.994328756984831
2024-05-31,COST,Consumer,804.6095581054688,212.12742472510752,16.378953698172143,6.093928069091785,123.90573775533466,0.07721280602636535,6.6903571387708425,6.738683157142753
2024-05-31,LEN,Consumer,151.67068481445312,35.56957287403373,1.2564682042729665,3.872463452439037,26.617122788775106,0.03532424211903329,5.021711623214008,4.954121132125431
2024-05-31,STZ,Consumer,243.88429260253906,48.669331409772504,4.037401379730274,16.03539095588342,46.86256036437784,0.08295576008096936,5.496693902174443,5.524478333537536
2024-06-30,ABNB,Consumer,151.6300048828125,117.2276314858649,8.130634275762938,23.675886271708524,119.05902509990952,0.06935766058485379,5.021443375015001,4.9384945988249775
2024-06-30,ADM,Consumer,57.629520416259766,56.97312290604155,1.232756232239713,1.244558510083432,32.90171911350439,0.021637505008681716,4.054034943641604,4.079513959418639
2024-06-30,AMZN,Consumer,193.25,152.83605952875416,8.71651686316701,13.927801366058576,73.36055047162924,0.05703180839680774,5.263984687467532,5.231001636413341
2024-06-30,APTV,Consumer,70.41999816894531,16.34823613207876,1.3028585804494373,3.035962283090453,14.499735441708864,0.07969413763806288,4.254477287724994,4.239742756115499
2024-06-30,AZO,Consumer,2964.10009765625,70.82892062543947,-9.540882169173432,10.89864540271897,52.82855545051282,-0.13470319870647096,7.994328756984831,8.049966484201097
2024-06-30,BG,Consumer,102.4148941040039,292.7047198243332,1.8652098668824144,1.547415632331646,68.86567761089212,0.0063723258989531175,4.629032152262961,4.614503705389225
2024-06-30,BKNG,Consumer,3924.18603515625,83.61763189876399,-29.74331574322264,21.70718861888036,52.49405074694551,-0.35570626753975676,8.274914229132365,8.210672874158213
2024-06-30,CHD,Consumer,102.17969512939453,102.22530671856123,5.781410332358532,16.471586941483363,65.9751108008174,0.05655556845894786,4.626732980235983,4.570493424204622
2024-06-30,CL,Consumer,93.79925537109375,103.70794886787759,157.2832170589596,14.988238557219953,66.54338202603897,1.516597510373444,4.541156917506189,4.5681595897612945
2024-06-30,CLX,Consumer,130.7683868408203,73.72284484103331,32.36612700338047,8.36791092257656,51.27643517088223,0.43902439024390244,4.873427718991748,4.8395943536479615
2024-06-30,CMG,Consumer,62.650001525878906,184.35767757006292,22.632144688058187,28.255345247438342,121.57119124690685,0.12276214902662305,4.137563705697686,3.99489247763233
2024-06-30,COST,Consumer,844.447998046875,212.12742472510752,16.378953698172143,6.093928069091785,123.90573775533466,0.07721280602636535,6.738683157142753,6.706621673930765
2024-06-30,DASH,Consumer,108.77999877929688,-278.78252202226986,6.1027406521885625,16.64215055418113,-705.8992779917437,-0.021890686001115447,4.689327482773054,4.707004502894496
