date,ticker,sector,price,PE,PB,PS,EV_EBITDA,ROE,log_price_t,log_price_t+1
2024-05-31,ACN,Technology,275.97784423828125,88.57576872505157,5.979948894804024,10.393294600664822,56.41131600294468,0.0675122438210659,5.620320587995999,5.692470772407624
2024-05-31,JBL,Technology,118.57769775390625,98.205623686963,5.566135964682876,1.8726571257380968,29.751194217314147,0.056678383128295255,4.775568422960928,4.686705028447331
2024-05-31,MU,Technology,124.23162841796875,420.01741979491175,3.1530985499584103,20.473613767715563,50.73680261415273,0.007507066139061617,4.822147794229257,4.873068846352146
2024-06-30,AAPL,Technology,209.40191650390625,144.89025119663395,46.58520878553405,36.22889711304202,112.34086616783935,0.32152065719254064,5.344255450753227,5.397237632582782
2024-06-30,ACN,Technology,296.6256103515625,88.57576872505157,5.979948894804024,10.393294600664822,56.41131600294468,0.0675122438210659,5.692470772407624,5.782731397766879
2024-06-30,AKAM,Technology,90.08000183105469,98.08159152532306,2.71651919600552,13.185414794898572,45.00117670593839,0.027696524431948675,4.500698184718364,4.587820535232312
2024-06-30,AMD,Technology,162.2100067138672,993.3640969367812,4.656009863954279,45.114222054541045,238.65277739089387,0.004687113092079663,5.088891833451993,4.973141060097379
2024-06-30,ANET,Technology,87.62000274658203,165.50428033559342,13.0623954590478,65.14821825325595,150.60483447812035,0.07892481954280064,4.4730093137322715,4.461732712019658
2024-06-30,APH,Technology,66.66340637207031,155.08910093527547,8.992957314052546,22.547790722451328,100.95242404981933,0.05798574664383183,4.199656172265121,4.152393597255045
2024-06-30,APP,Technology,83.22000122070312,82.59374110505465,31.41920501376066,36.006975009799625,57.150990519018606,0.38040660942815485,4.421487718223181,4.345103260778377
2024-06-30,CDNS,Technology,307.75,365.3659702858139,19.68104272532606,79.06127997013239,223.0066889676609,0.05386665515108104,5.729287765064563,5.589717532050173
2024-06-30,CDW,Technology,220.1289825439453,102.6334701113535,13.265101130305517,5.319590745344519,65.03743208676,0.12924732171594097,5.3942136588455325,5.368281639037719
2024-06-30,CTSH,Technology,66.68405151367188,57.54102442045237,2.343374573462084,6.715096870510524,35.55134307919178,0.04072528421355591,4.199965816589713,4.306972096386318
2024-06-30,DDOG,Technology,129.69000244140625,956.6670863224515,17.415710158814377,64.97186238974942,698.9603979109321,0.0182045670932012,4.865147006172588,4.757376139844498
2024-06-30,EPAM,Technology,188.11000061035156,106.21060962020067,3.0833643331142886,9.137600731542726,57.710282583115564,0.029030662229885647,5.237026901349582,5.371242519259625
2024-06-30,FFIV,Technology,172.22999572753906,68.67153328145815,3.286271618373263,14.226020091674577,47.163980204669436,0.04785493291527512,5.148830768040938,5.316353726036927
2024-06-30,FICO,Technology,1488.6600341796875,283.0224572408239,-43.08817657342098,79.78868627907501,190.2948356802215,-0.1522429597760055,7.305631688401662,7.3777589082278725
2024-06-30,FSLR,Technology,225.4600067138672,69.21322695046452,3.3326992464377185,23.929229926417772,47.28275048273555,0.048151190072714144,5.418142789394914,5.3752321357486545
2024-06-30,FTNT,Technology,60.27000045776367,121.59782559157124,160.24585065814975,32.198880401365656,89.49841623816668,1.3178348369188064,4.098834475090169,4.061132443790062
2024-06-30,GDDY,Technology,139.7100067138672,132.21266640190234,123.20199423311027,17.20116771418258,91.65863876605378,0.9318471337579618,4.939568893718133,4.97983236395972
2024-06-30,GEN,Technology,24.436613082885742,83.1478189175748,7.639469656893928,15.59560126847776,40.36589761510475,0.09187817258883249,3.1960825438035196,3.2357188833447976
2024-06-30,GLW,Technology,37.77350616455078,311.1297323137312,2.9612420756500453,9.953088945133203,63.822077842543074,0.009517708428662945,3.6316079617660217,3.6610293962150133
2024-06-30,IBM,Technology,166.73956298828125,84.6898098834542,6.444057226330955,9.849775593015094,51.57593036733886,0.07609011326390906,5.116433092061924,5.221654947201819
2024-06-30,INTC,Technology,30.774776458740234,-90.93311902073742,1.2156228442415535,11.408269432197248,213.5614919946301,-0.01336831791686733,3.426695408315143,3.4192411592148777
2024-06-30,IT,Technology,449.05999755859375,148.16036697247702,52.59327700967304,21.322029213821523,95.26771848488364,0.35497534249117385,6.107156503667351,6.216985275579162
2024-06-30,JBL,Technology,108.49510192871094,98.205623686963,5.566135964682876,1.8726571257380968,29.751194217314147,0.056678383128295255,4.686705028447331,4.721748747641878
2024-06-30,KLAC,Technology,815.1368408203125,128.3297568152728,31.867713527040024,41.78746027484644,98.54367317084869,0.2483267662769184,6.703356001993766,6.701607964605381
2024-06-30,LRCX,Technology,105.04928588867188,129.83718481512898,15.51276493761187,34.216790153691946,101.686016542308,0.11947859898302632,4.654429629444695,4.509561079979019
2024-06-30,MCHP,Technology,88.4009017944336,368.97269329404196,7.4474194884357825,38.43403628689247,130.54099254915823,0.020184202310334062,4.481882170886062,4.451704658048379
2024-06-30,MPWR,Technology,813.502685546875,388.1819601878219,17.742618428063626,76.77944511906237,306.7213589418491,0.0457069628363947,6.701349227879058,6.750517288262439
2024-06-30,MSFT,Technology,442.8213806152344,149.37216365454358,12.26013773355454,50.85304429822983,96.58728258109355,0.08207779437344725,6.0931664847077185,6.027038222953727
2024-06-30,MSI,Technology,381.40838623046875,143.44045677257805,77.77738353764023,24.179650818208554,90.54149646700277,0.5422276621787026,5.943870680943644,5.976664788317381
2024-06-30,MU,Technology,130.72146606445312,420.01741979491175,3.1530985499584103,20.473613767715563,50.73680261415273,0.007507066139061617,4.873068846352146,4.693550838917893
2024-06-30,NXPI,Technology,262.94415283203125,100.74780942076848,7.093853247604672,21.199890821511243,64.85858408387769,0.07041198501872659,5.571941662982755,5.549657887017836
2024-06-30,ON,Technology,68.55000305175781,82.8952347714062,3.354130981968986,16.15673605330197,49.09918323465462,0.04046228943338438,4.227563450527036,4.359908829420263
2024-06-30,PLTR,Technology,25.329999923706055,429.4994682106199,13.922123384522525,84.94935466031436,503.50003680248346,0.03241476279941592,3.2319894610015845,3.291754447582686
2024-06-30,PTC,Technology,181.6699981689453,315.50262861105,7.21892457416959,41.961249185527905,175.4872225616143,0.022880711346050443,5.202191844371638,5.180940532712797
2024-07-31,AAPL,Technology,220.795654296875,144.89025119663395,46.58520878553405,36.22889711304202,112.34086616783935,0.32152065719254064,5.397237632582782,5.429078832256827
2024-07-31,ACN,Technology,324.64471435546875,88.57576872505157,5.979948894804024,10.393294600664822,56.41131600294468,0.0675122438210659,5.782731397766879,5.8164261872637795
2024-07-31,ADI,Technology,226.5758514404297,284.1818662996589,3.1675156727263283,48.20724328226722,111.71640082779668,0.011146086532440124,5.42307977380835,5.437922728220784
2024-07-31,ADSK,Technology,247.52000427246094,186.9565989717524,21.310331814888514,35.031070372115735,136.74745735227296,0.11398544866612773,5.511491404085829,5.55450874828803
2024-07-31,AKAM,Technology,98.27999877929688,98.08159152532306,2.71651919600552,13.185414794898572,45.00117670593839,0.027696524431948675,4.587820535232312,4.6234029182897105
2024-07-31,AMAT,Technology,209.61312866210938,97.93942026301823,8.863413564142572,24.63657591449485,77.83603000398776,0.09049893842887473,5.345263587231993,5.274171529039986
2024-07-31,AMD,Technology,144.47999572753906,993.3640969367812,4.656009863954279,45.114222054541045,238.65277739089387,0.004687113092079663,4.973141060097379,5.000988900610644
2024-07-31,ANET,Technology,86.63749694824219,165.50428033559342,13.0623954590478,65.14821825325595,150.60483447812035,0.07892481954280064,4.461732712019658,4.4812496178860695
2024-07-31,APH,Technology,63.58601760864258,155.08910093527547,8.992957314052546,22.547790722451328,100.95242404981933,0.05798574664383183,4.152393597255045,4.200842621854523
2024-07-31,APP,Technology,77.0999984741211,82.59374110505465,31.41920501376066,36.006975009799625,57.150990519018606,0.38040660942815485,4.345103260778377,4.531200695362397
2024-07-31,AVGO,Technology,158.59776306152344,-399.443482052897,11.408151114974363,57.29471609923362,126.02213463390396,-0.02856011332652968,5.066371204823371,5.079601825175538
