date,pnl_pips
2025-11-07,-8.694642857143723
2025-11-10,3.271428571428971
2025-11-11,12.857142857143264
2025-11-12,1.7482142857143474
2025-11-13,3.814285714284612
2025-11-14,-6.874999999999256
2025-11-17,0.0
2025-11-18,0.0
2025-11-19,0.0
2025-11-20,0.0
2025-11-21,0.5053571428569699
2025-11-24,0.0
2025-11-25,4.5071428571439425
2025-11-26,-30.97321428571449
2025-11-27,0.0
2025-11-28,3.1232142857143153
2025-12-01,0.0
2025-12-02,0.0
2025-12-03,0.0
2025-12-04,0.0
2025-12-05,0.0
2025-12-08,0.22142857142887729
2025-12-09,0.0
2025-12-10,-1.0553571428572879
2025-12-11,0.0
2025-12-12,-1.2499999999987863
2025-12-15,0.0
2025-12-16,3.3142857142852504
2025-12-17,-4.751785714285792
2025-12-18,-2.1196428571437638
2025-12-19,-2.550737399076297e-13
2025-12-22,17.016071428572126
2025-12-23,-0.7571428571432532
2025-12-24,7.657142857143689
2025-12-25,12.93750000000223
2025-12-26,-6.66428571428667
2025-12-29,-5.974999999998768
2025-12-30,3.771428571428344
2025-12-31,-9.444642857143045
2026-01-01,-1.2482142857137113
2026-01-02,0.0
2026-01-05,0.0
2026-01-06,0.0
2026-01-07,0.0
2026-01-08,2.2785714285716683
2026-01-09,2.5392857142849365
2026-01-12,1.54999999999959
2026-01-13,12.40714285714372
2026-01-14,3.9946428571436217
2026-01-15,6.0214285714300555
2026-01-16,0.27321428571460715
