date,pnl_pips
2025-11-07,0.0
2025-11-10,0.0
2025-11-11,0.0
2025-11-12,0.0
2025-11-13,0.0
2025-11-14,0.0
2025-11-17,0.0
2025-11-18,0.0
2025-11-19,0.0
2025-11-20,4.707142857141739
2025-11-21,11.94999999999986
2025-11-24,0.0
2025-11-25,-2.800000000000021
2025-11-26,-17.562500000000256
2025-11-27,0.0
2025-11-28,-8.714285714282811
2025-12-01,-7.0160714285711165
2025-12-02,0.0
2025-12-03,0.0
2025-12-04,0.0
2025-12-05,0.0
2025-12-08,0.0
2025-12-09,0.0
2025-12-10,0.0
2025-12-11,0.0
2025-12-12,0.0
2025-12-15,-13.383928571428218
2025-12-16,-4.6589285714284
2025-12-17,5.692857142856932
2025-12-18,0.0
2025-12-19,5.728571428571774
2025-12-22,5.5499999999999625
2025-12-23,0.0
2025-12-24,5.635714285714176
2025-12-25,8.417857142857748
2025-12-26,0.0
2025-12-29,-7.4285714285715585
2025-12-30,0.0
2025-12-31,-5.199999999999686
2026-01-01,5.310714285713124
2026-01-02,0.0
2026-01-05,9.857142857142888
2026-01-06,-2.8928571428572103
2026-01-07,1.5250000000005244
2026-01-08,9.837499999999768
2026-01-09,6.610714285713683
2026-01-12,-7.876785714285875
2026-01-13,-17.21250000000024
2026-01-14,13.057142857142734
2026-01-15,6.949999999999875
2026-01-16,3.8089285714283654
